sample_id	ancestral_000	ancestral_001	ancestral_002	ancestral_003	ancestral_004	ancestral_005	ancestral_006	ancestral_007	ancestral_008	ancestral_009	ancestral_010	ancestral_011	ancestral_012	ancestral_013	ancestral_014	ancestral_015	ancestral_016	ancestral_017	ancestral_018	ancestral_019	ancestral_020	ancestral_021	ancestral_022	ancestral_023	ancestral_024	ancestral_025	ancestral_026	ancestral_027	ancestral_028	ancestral_029	ancestral_030	ancestral_031	ancestral_032	ancestral_033	ancestral_034	ancestral_035	ancestral_036	ancestral_037	ancestral_038	ancestral_039	ancestral_040	ancestral_041	ancestral_042	ancestral_043	ancestral_044	ancestral_045	ancestral_046	ancestral_047	ancestral_048	ancestral_049	ancestral_050	ancestral_051	ancestral_052	ancestral_053	ancestral_054	ancestral_055	ancestral_056	ancestral_057	ancestral_058	ancestral_059	ancestral_060	ancestral_061	ancestral_062	ancestral_063	ancestral_064	ancestral_065	ancestral_066	ancestral_067	ancestral_068	ancestral_069	ancestral_070	ancestral_071	ancestral_072	ancestral_073	ancestral_074	ancestral_075	ancestral_076	ancestral_077	ancestral_078	ancestral_079	ancestral_080	ancestral_081	ancestral_082	ancestral_083	ancestral_084	ancestral_085	ancestral_086	ancestral_087	ancestral_088	ancestral_089	ancestral_090	ancestral_091	ancestral_092	ancestral_093	ancestral_094	ancestral_095	ancestral_096	ancestral_097	ancestral_098	ancestral_099
wave1_h_alpha_u__c0027__sb0010__g100	0.008989526	0.005337291	0.000279796	0.000279264	0.009290354	0.023335661	0.018844778	0.02082716	0.00197756	0.002259188	0.049583827	0.000839853	0.004785259	0.000852786	0.000851808	0.001129889	0.001121625	0.012664118	0.000280113	0.000280847	0.009276309	0.042433592	0.00195967	0.019409861	0.000561527	0.000282203	0.002257621	0.002249841	0.000843839	0.000840643	0.051724978	0.003371616	0.003660831	0.003656018	0.000844191	0.00281466	0.006473507	0.000570197	0.010707603	0.000279841	0.000280908	0.001120061	0.00027939	0.043643565	0.001124905	0.000281593	0.000280866	0.0002835	0.005080975	0.000565097	0.086410144	0.000281532	0.001130149	0.001967557	0.000280271	0.06532356	0.000562281	0.006481891	0.010973052	0.043342214	0.000281458	0.000563046	0.003657911	0.001408407	0.064461486	0.000562655	0.006778507	0.009569451	0.002530771	0.000847077	0.034641202	0.007607707	0.002815004	0.003095433	0.000280329	0.000281385	0.000279553	0.000569168	0.001968954	0.01632296	0.093458684	0.002270561	0.000563659	0.000843338	0.013222946	0.007055387	0.00394515	0.005056519	0.068663098	0.000560294	0.001133764	0.007851297	0.006215136	0.003096438	0.005911715	0.004223089	0.003640192	0.000846087	0.0146382	0.00055922
wave1_h_alpha_u__c0027__sb0011__g100	0.009020797	0.005332925	0.000278923	0.000281594	0.009287576	0.023338853	0.018857411	0.020798541	0.00196821	0.002257416	0.049538569	0.000843821	0.004771045	0.000843092	0.000842929	0.001120647	0.001124434	0.012654235	0.000282617	0.000279297	0.009268164	0.042468277	0.001969938	0.019453701	0.00056927	0.000280487	0.002244934	0.002251254	0.000842116	0.000842421	0.051806643	0.003369314	0.003655682	0.003664514	0.000845961	0.00280977	0.006487102	0.000563069	0.010698979	0.000286063	0.000280693	0.001130761	0.00027958	0.043637673	0.001125898	0.00028446	0.000283997	0.000281112	0.005079869	0.000558483	0.086384462	0.00027815	0.001120929	0.001978717	0.000279482	0.065261445	0.00055973	0.006458118	0.010976022	0.043358684	0.000282143	0.000560953	0.003668384	0.00140639	0.064451499	0.000560634	0.006763699	0.009570311	0.00253212	0.000848028	0.034621803	0.007597047	0.002813293	0.003084298	0.000279211	0.000280548	0.000282384	0.000559225	0.001990921	0.016306994	0.093530776	0.002245705	0.000565822	0.000844025	0.013224694	0.007034233	0.003938261	0.005055775	0.068687429	0.000558947	0.001126438	0.007884493	0.006207133	0.003098751	0.005913532	0.004214536	0.003665798	0.000852473	0.014626467	0.000565971
wave1_h_alpha_u__c0027__sb0012__g100	0.009019121	0.005344607	0.000281515	0.000280367	0.009261417	0.02334248	0.01886894	0.020857833	0.001963678	0.002252215	0.049582034	0.000844965	0.004794796	0.000844247	0.000850252	0.001131637	0.001123594	0.012694289	0.000283997	0.000279392	0.009304304	0.04244726	0.001965385	0.019416378	0.000562167	0.000279584	0.002248915	0.002247801	0.000843099	0.000846257	0.05177202	0.003379469	0.003661617	0.003668636	0.000849081	0.002808197	0.006469297	0.000563402	0.01072717	0.000279442	0.000282438	0.001127374	0.000279888	0.043620816	0.001126431	0.000281997	0.000282539	0.000279135	0.00505408	0.000563261	0.086329041	0.000292783	0.001128496	0.001964794	0.000284428	0.065311225	0.00056092	0.00646032	0.010947929	0.043376703	0.000280377	0.000559692	0.003645393	0.00140201	0.064416373	0.000562888	0.006766098	0.009551814	0.002533343	0.000841179	0.034634203	0.007599505	0.002805097	0.003093182	0.000284143	0.000279072	0.000288955	0.000566604	0.001970719	0.016345488	0.093434815	0.002257959	0.000561072	0.000840226	0.013240474	0.007045219	0.003937377	0.005063565	0.068703887	0.000558893	0.001127081	0.00786338	0.006197955	0.003088745	0.005919266	0.004216828	0.003669514	0.000850734	0.014635079	0.000566341
wave1_h_alpha_u__c0028__sb0001__g100	0.008993441	0.005322464	0.000281592	0.000279522	0.009327133	0.023349178	0.018849119	0.020806037	0.001971325	0.002253123	0.049521082	0.000844147	0.004802443	0.000844021	0.000841856	0.001129677	0.001129451	0.012681415	0.000283603	0.000281865	0.00927097	0.042503475	0.001973489	0.019415139	0.000568731	0.000280852	0.002244461	0.002248152	0.000843804	0.000839745	0.05180339	0.003376709	0.003657191	0.003670866	0.000838235	0.002816264	0.006455302	0.000561958	0.010694404	0.000279538	0.000279341	0.001129989	0.000281133	0.043648016	0.001124733	0.000279909	0.000280193	0.000278821	0.005081792	0.000566807	0.086445512	0.000281775	0.001124103	0.001960761	0.000282606	0.065339929	0.000559937	0.006480952	0.010992332	0.043348612	0.000279708	0.000563103	0.003656821	0.001398094	0.064464601	0.000561193	0.006740368	0.009547979	0.002523368	0.000838623	0.034616341	0.00759823	0.002837724	0.00308715	0.000279364	0.000280537	0.000279726	0.00056352	0.001971306	0.016303433	0.093379432	0.00225791	0.000560829	0.000841817	0.013209939	0.00705371	0.00395395	0.005070685	0.068646127	0.000562622	0.001123154	0.00789437	0.006198791	0.00309885	0.005898818	0.004224994	0.003664443	0.000843834	0.014655255	0.000566859
wave1_h_alpha_u__c0028__sb0002__g100	0.009012222	0.005354072	0.000281837	0.000278166	0.009281075	0.02335599	0.018867649	0.020849678	0.001968833	0.002255962	0.049546194	0.000842196	0.004815183	0.000838875	0.000846585	0.001122761	0.001120157	0.012665102	0.000279287	0.000279421	0.009292016	0.042490642	0.001975476	0.019416701	0.000560081	0.000278979	0.002249205	0.002260962	0.000846441	0.000849189	0.051802239	0.003371451	0.00364342	0.003650378	0.000840644	0.002817659	0.006471284	0.000563356	0.010698664	0.000281491	0.000281089	0.001128256	0.00027944	0.043632444	0.001124385	0.000279845	0.000281843	0.000283619	0.005051451	0.000560413	0.086447329	0.000280238	0.001128569	0.001976865	0.000281718	0.065316265	0.00056245	0.006475719	0.010970017	0.043337977	0.000279955	0.00056165	0.003656551	0.001413937	0.064450863	0.000559759	0.006737451	0.009570879	0.002541929	0.000840026	0.034616602	0.007606918	0.002812925	0.003109647	0.000279916	0.000281659	0.00028185	0.000562739	0.00196902	0.016322033	0.093375876	0.002245668	0.000565289	0.000840964	0.013238524	0.007049897	0.003932957	0.005071885	0.068676592	0.000561523	0.001117853	0.00785805	0.006179079	0.003092512	0.005906942	0.004222725	0.003657253	0.00084824	0.014639443	0.000560964
wave1_h_alpha_u__c0028__sb0003__g100	0.009012622	0.005354783	0.000287138	0.000280257	0.009297843	0.023353671	0.018829395	0.020870229	0.001968829	0.002240348	0.049530488	0.000838402	0.004790969	0.00084326	0.000837101	0.001131486	0.00113799	0.012665852	0.000278949	0.000278869	0.009295848	0.04250676	0.001961958	0.019418353	0.000563203	0.000282205	0.002268612	0.002250062	0.000850195	0.000840955	0.051738421	0.003376274	0.003643836	0.003655908	0.00084651	0.002824884	0.006485821	0.000563867	0.010702352	0.00027922	0.000282353	0.001119415	0.000285822	0.043608904	0.001123515	0.000282713	0.00028067	0.000279217	0.005059239	0.000560991	0.08644959	0.000281717	0.001131323	0.001965037	0.00028795	0.065288111	0.000561071	0.006469146	0.010972537	0.04339827	0.000279168	0.000559892	0.003643773	0.001407812	0.064441119	0.000564477	0.006767292	0.009575985	0.002525405	0.000842028	0.034651009	0.007613799	0.002803752	0.003086393	0.00028261	0.000280093	0.000280355	0.000564725	0.001971186	0.016311469	0.093458367	0.002249966	0.000565202	0.000849034	0.013218177	0.007052758	0.003951366	0.005058338	0.068640979	0.00056044	0.001118554	0.007870216	0.00617778	0.003088333	0.005894295	0.004220201	0.003653214	0.000847613	0.01463748	0.000564029
wave1_h_alpha_u__c0028__sb0004__g100	0.008981261	0.00535818	0.000279663	0.000280269	0.009264899	0.023370967	0.018853717	0.020819501	0.001972925	0.00225985	0.049506071	0.000850184	0.004780557	0.000845779	0.000840906	0.001127802	0.001128676	0.012656903	0.000278662	0.000279442	0.009273606	0.042505554	0.001967146	0.019433473	0.000568267	0.000281835	0.002254409	0.002253329	0.000852616	0.000842111	0.051776413	0.003368823	0.003668062	0.003651548	0.000839953	0.002836054	0.006478844	0.000566193	0.010702171	0.000280109	0.000287214	0.001130418	0.00028001	0.043578029	0.001123084	0.000283338	0.000278767	0.000281504	0.005062727	0.000567337	0.086375035	0.000282632	0.001131289	0.001981505	0.000280507	0.065249625	0.0005596	0.006493889	0.011008188	0.043366958	0.000281667	0.000562198	0.003678072	0.001423161	0.064473132	0.000559845	0.006752295	0.009566376	0.002539672	0.000845319	0.034576276	0.007597639	0.002819037	0.003085769	0.000280676	0.000281551	0.000279854	0.000559492	0.001963848	0.016320701	0.093458641	0.002249085	0.000564228	0.000853365	0.013260243	0.00703776	0.003943751	0.00506727	0.068674538	0.000559862	0.001130946	0.0078838	0.006204136	0.003098982	0.005916712	0.004213997	0.003668847	0.000841772	0.014627082	0.000560017
wave1_h_alpha_u__c0028__sb0005__g100	0.009021647	0.005335486	0.000281315	0.000285863	0.009309415	0.023382719	0.018855715	0.020862154	0.001971967	0.002253533	0.049524432	0.000841071	0.004792768	0.000845816	0.000840227	0.001123813	0.001125605	0.012653288	0.000279021	0.000281531	0.009265296	0.042543097	0.001964566	0.019422048	0.000557989	0.000281158	0.002255716	0.002257107	0.000844571	0.000846262	0.05182451	0.003383965	0.003658652	0.003653026	0.00084677	0.002820266	0.00648035	0.000561899	0.01069388	0.000280931	0.000280444	0.00111878	0.000279193	0.043610351	0.001121905	0.000280779	0.000280297	0.000278265	0.00508755	0.000560559	0.086402581	0.000279712	0.001130069	0.001968574	0.000281804	0.065272893	0.000567673	0.006456356	0.010994736	0.043346174	0.000284644	0.000560466	0.003654547	0.001407807	0.064432475	0.000560807	0.006753223	0.009588963	0.002527256	0.000839796	0.034573762	0.007613207	0.002822302	0.003104559	0.000283255	0.000283411	0.000280633	0.000563582	0.001974761	0.016330037	0.093446952	0.00225245	0.000564103	0.000846693	0.013246054	0.00702468	0.003945063	0.005072097	0.068617111	0.000568726	0.0011229	0.007856199	0.00618121	0.003084547	0.00590276	0.004221122	0.003665647	0.000839814	0.014635481	0.000558758
wave1_h_alpha_u__c0028__sb0006__g100	0.009003936	0.005358396	0.000280962	0.000282863	0.009302578	0.023349762	0.018839454	0.020813886	0.001960877	0.002257451	0.049512676	0.000839428	0.004789851	0.000841394	0.000852078	0.001124502	0.001124446	0.012662428	0.000279953	0.000279134	0.009276507	0.042477064	0.001984729	0.019401414	0.00056878	0.000287733	0.002242068	0.002255642	0.000842472	0.000842759	0.051771093	0.003392486	0.003667591	0.003678366	0.000848048	0.00280857	0.006470071	0.000565807	0.010699107	0.000279804	0.000281827	0.001118323	0.000282143	0.043652511	0.001118497	0.000279061	0.000279955	0.000282004	0.005052028	0.00056745	0.086423074	0.000282421	0.001131028	0.001969857	0.000279498	0.06535785	0.000561506	0.006468667	0.010985982	0.043336947	0.000282192	0.000560519	0.003648158	0.001426318	0.064453077	0.000559302	0.006749469	0.009579507	0.002540218	0.000847946	0.034599943	0.007601087	0.002826518	0.00309935	0.000282366	0.000280518	0.000279488	0.000563531	0.00197586	0.01630879	0.093418182	0.002250982	0.000562006	0.00084348	0.01325675	0.007013776	0.003935614	0.005061328	0.068663331	0.000559669	0.001122312	0.007863938	0.006190656	0.003093584	0.005928674	0.004217198	0.003658529	0.000841692	0.014663037	0.00056431
wave1_h_alpha_u__c0028__sb0007__g100	0.009001828	0.005343131	0.000279497	0.000283419	0.009277746	0.023348404	0.018843252	0.020851129	0.001971966	0.002247439	0.049558246	0.000846587	0.004776746	0.000840415	0.000842826	0.001122825	0.001124614	0.012644017	0.000282062	0.00028112	0.009275983	0.042523883	0.001970928	0.019462379	0.000561959	0.000280354	0.002242308	0.002255412	0.00084003	0.000842067	0.051822898	0.003372247	0.003644831	0.003653149	0.000842883	0.002810748	0.006491357	0.00056572	0.010713196	0.000280488	0.000281201	0.001121811	0.000279509	0.043602963	0.001141385	0.000281852	0.000279099	0.000280566	0.005064654	0.000562331	0.086347375	0.000280167	0.001117672	0.001963485	0.000279359	0.065342876	0.000561014	0.006482116	0.01097268	0.043380021	0.00028187	0.000563401	0.003657085	0.001402493	0.064444516	0.00056067	0.006756997	0.009582904	0.002526661	0.000842163	0.034641482	0.007592488	0.002822206	0.003102732	0.00028324	0.000283167	0.000283474	0.000559733	0.001963891	0.016296234	0.093375908	0.002247223	0.000567538	0.00084719	0.013249066	0.007033055	0.003933404	0.005077027	0.068681023	0.000559814	0.001125215	0.007873043	0.006193256	0.003112809	0.005912845	0.004222355	0.003662691	0.000841357	0.0146314	0.000564149
wave1_h_alpha_u__c0028__sb0008__g100	0.009013732	0.005337376	0.000278405	0.000281609	0.009293294	0.023349849	0.018833441	0.020849812	0.001970862	0.002238629	0.049521863	0.000845336	0.004784278	0.000838903	0.00085474	0.001121887	0.001128144	0.012678356	0.000282816	0.000282771	0.009285742	0.042480852	0.00197176	0.01945226	0.000567955	0.000280001	0.002249889	0.002243317	0.000844413	0.000845725	0.051824653	0.003382878	0.003662242	0.003661076	0.000840726	0.002818979	0.00646167	0.000561554	0.01069646	0.000283124	0.000289112	0.001132083	0.000279412	0.043607235	0.001126161	0.000279081	0.000285131	0.000285054	0.005054471	0.000559376	0.086488582	0.000279896	0.001120914	0.001971783	0.000283725	0.06530509	0.000562058	0.006485394	0.010991687	0.043385283	0.000278867	0.00055702	0.003652071	0.001406351	0.064377356	0.000564395	0.006760311	0.00957151	0.002534871	0.000840576	0.034547707	0.007587184	0.002815664	0.003106402	0.000279402	0.00028058	0.00028467	0.000568999	0.001971321	0.016342339	0.09343564	0.002252063	0.000558284	0.000840766	0.01321665	0.007022446	0.003940674	0.005059609	0.068667437	0.000561313	0.001126249	0.007897998	0.006186523	0.003093571	0.00590437	0.004219707	0.003656461	0.000840721	0.014655522	0.000563493
wave1_h_alpha_u__c0028__sb0009__g100	0.009022617	0.005336376	0.000279121	0.000283476	0.009280847	0.02337036	0.018857405	0.020828418	0.001987178	0.002247052	0.049538699	0.000840085	0.004783188	0.00084404	0.000847147	0.001126849	0.001122014	0.012651665	0.000280268	0.000281815	0.009301592	0.042530582	0.001969651	0.01942164	0.000560476	0.000279841	0.002249259	0.00225023	0.000844876	0.000850078	0.051781278	0.003380111	0.003640536	0.003652767	0.000841388	0.002833517	0.006461028	0.000559988	0.010685179	0.000278676	0.000278816	0.001125225	0.000283765	0.043598533	0.00112432	0.00027944	0.000280439	0.000279535	0.005057331	0.000569079	0.086335466	0.000280374	0.001120221	0.001967734	0.00028372	0.065327717	0.000559767	0.006467588	0.010987353	0.043292902	0.000280053	0.000564114	0.003656608	0.001415199	0.064467222	0.000560516	0.006755767	0.009552186	0.002521452	0.000847802	0.03469995	0.007609483	0.002807151	0.00310092	0.000281588	0.000281615	0.000279911	0.000564134	0.001973864	0.016338172	0.093444339	0.002246445	0.000562161	0.000841846	0.013221475	0.007033933	0.003940215	0.00506956	0.068687572	0.000565592	0.001125685	0.007870494	0.006199159	0.003098422	0.005899121	0.004241494	0.003646715	0.000843075	0.014657991	0.000566361
wave1_h_alpha_u__c0028__sb0010__g100	0.008995243	0.005354085	0.000278322	0.000283067	0.009301913	0.023351406	0.018866751	0.020824542	0.001970625	0.002254521	0.049570816	0.000845569	0.004786029	0.000844113	0.000851124	0.001124116	0.001122332	0.012678555	0.000281984	0.000281397	0.009280212	0.042531009	0.001963343	0.019402636	0.000562798	0.000284303	0.002257917	0.002247798	0.000842898	0.000846442	0.051774769	0.003362064	0.00365857	0.003654375	0.000853198	0.002808602	0.006471867	0.000564848	0.010706827	0.000281574	0.000278446	0.0011203	0.000280133	0.043625912	0.001123413	0.000285252	0.000278797	0.000279984	0.005064825	0.000560155	0.086444132	0.000280523	0.001128499	0.001972534	0.000280801	0.065332196	0.000564223	0.006497962	0.010956157	0.043335153	0.000280928	0.0005618	0.00367059	0.00140301	0.064413437	0.000564643	0.006789654	0.009578612	0.002534786	0.000843897	0.034564679	0.007598307	0.002815319	0.003086891	0.000283338	0.00028174	0.000278874	0.000568861	0.001974665	0.016323456	0.093445301	0.002249026	0.000568142	0.000843723	0.01322242	0.007034354	0.003942976	0.005046449	0.068656639	0.00056126	0.001130257	0.007862557	0.006201799	0.003100579	0.00592314	0.004216705	0.003653846	0.000839647	0.014610807	0.000560929
wave1_h_alpha_u__c0028__sb0011__g100	0.009019348	0.005341551	0.000279865	0.000280038	0.009261775	0.023371446	0.018871709	0.020791616	0.001971766	0.0022516	0.049518253	0.00084568	0.004766619	0.00084187	0.000840384	0.001122298	0.001121189	0.012645445	0.000281643	0.000279468	0.009290063	0.04254252	0.001969607	0.019424759	0.000563439	0.000279962	0.002251838	0.00225083	0.000848484	0.000848229	0.051790044	0.003383682	0.003674212	0.003671957	0.00084605	0.002801823	0.006477666	0.000560286	0.010687498	0.000285906	0.00027973	0.001124609	0.000281018	0.043657791	0.001122531	0.000282023	0.000280251	0.000279158	0.005088727	0.000560047	0.086363809	0.00027851	0.001121498	0.001969532	0.000284455	0.065331867	0.000562006	0.006459933	0.010980379	0.043335918	0.00027913	0.000559705	0.003659505	0.001404219	0.064451644	0.000560436	0.006757566	0.009576999	0.002525729	0.000845086	0.034592988	0.007598521	0.002816368	0.003094325	0.000278648	0.00028166	0.000280176	0.000562611	0.001969228	0.016279117	0.093517371	0.00224297	0.000558735	0.000853075	0.013234487	0.007027777	0.00393805	0.005072489	0.068687744	0.000560462	0.001128415	0.007864301	0.006191969	0.003107123	0.005915068	0.004217336	0.003678275	0.000844917	0.014625388	0.000564177
wave1_h_alpha_u__c0028__sb0012__g100	0.00901141	0.005344981	0.000279831	0.00027899	0.009289415	0.023343651	0.018890388	0.020812935	0.001968935	0.002252935	0.049500415	0.000843192	0.004776988	0.000840757	0.000840813	0.001121362	0.001128887	0.012694315	0.000281095	0.00028831	0.00931425	0.042423003	0.001969614	0.019436919	0.000562887	0.000280611	0.002248359	0.002246001	0.000843284	0.000843355	0.051797036	0.003382738	0.003654238	0.003658187	0.000859306	0.002809413	0.006464169	0.000565467	0.010693248	0.00028089	0.000284223	0.00113245	0.000281157	0.043604905	0.001117952	0.000282672	0.000282718	0.000284724	0.005060525	0.000564473	0.086330798	0.000284641	0.001129746	0.001960704	0.000280452	0.065354538	0.000561426	0.006474671	0.01097347	0.043364556	0.000283181	0.000559761	0.003660067	0.001414229	0.064429344	0.000564931	0.006755415	0.009569245	0.002525123	0.000838445	0.034647397	0.00761318	0.002812172	0.003102273	0.000281851	0.000279505	0.000282689	0.000562514	0.001972035	0.016353843	0.09346914	0.002247696	0.00056373	0.000839547	0.013250179	0.007032719	0.003935	0.005088208	0.068680096	0.000561851	0.001122268	0.007868465	0.006191536	0.003095515	0.00590415	0.004214949	0.003656179	0.000843079	0.014631998	0.000563114
